,company_name,company_ticker
8356,REE Automotive Ltd,REE
8357,RF Industries Ltd,RFIL
8358,RGC Resources Inc,RGCO
8359,RMG Acquisition Corporation III,RMGC
8360,RMR Mortgage Trust,RMRM
8361,RTI Surgical Holdings Inc,RTIX
8362,Ra Pharmaceuticals Inc,RARX
8363,Rackspace Technology Inc,RXT
8364,Rada Electronics Industries Limited,RADA
8365,Radcom Ltd,RDCM
8366,"Radiant Systems, Inc. (MM)",RADS
8367,Radisys Corp. (delisted),RSYS
8368,Radius Health Inc,RDUS
8369,Radyne Comstream Wts 2/05 (MM),RADNW
8370,Rain Therapeutics Inc,RAIN
8371,Rainbow Technologies (MM),RNBO
8372,Raining Data  (MM),RDTA
8373,Rallybio Holdings LLC,RLYB
8374,"Ram Energy Resources, Inc. (MM)",RAME
8375,Ramaco Resources Inc,METC
8376,Ramtron International Corp. (MM),RMTR
8377,Rand Logistics Unit 10/26/08 (MM),RLOGU
8378,Randgold Resources Limited ADS Each Represented BY One Ordinary Share (delisted),GOLD
8379,Ranger Oil Corporation,ROCC
8380,Rapid Micro Biosystems Inc,RPID
8381,Raptor Pharmaceutical (MM),RPTPD
8382,Rational Real Strategies Fund CL C (MM),RSXCX
8383,Rational Strategic Allocation Fund CL C (MM),SARCX
8384,Rave Restaurant Group Inc,RAVE
8385,Rcn (MM),RCNI
8386,ReNew Energy Global PLC,RNW
8387,ReTo Eco Solutions Inc,RETO
8388,"Reachlocal, Inc. (MM)",RLOC
8389,Reading International Inc,RDIB
8390,Real Brokerage Inc,REAX
8391,RealPage Inc,RP
8392,"Realnetworks, Inc. (MM)",RNWKD
8393,Recharge Acquisition Corporation,RCHG
8394,"Recon Technology, Ltd. - Warrants (MM)",RCONW
8395,Recro Pharma Inc,REPHV
8396,Recursion Pharmaceuticals Inc,RXRX
8397,Red Hat,RHAT
8398,Red Robin Gourmet Burgers Inc,RRGB
8399,Red Violet Inc,RDVT
8400,Redenvelope (MM),REDE
8401,Reebonz Holding Ltd,RBZ
8402,Reeds Inc,REED
8403,Regency Centers Corporation,REG
8404,Regeneron Pharmaceuticals Inc,REGN
8405,Reinhold Industries CL A (MM),RNHDA
8406,"Reis, (delisted)",REIS
8407,Relay Therapeutics Inc,RLAY
8408,Reliant Bancorp Inc,RBNC
8409,Relmada Therapeutics Inc,RLMD
8410,Remark Holdings Inc,MARK
8411,"Remora Royalties, Inc. (delisted)",RRI
8412,Renasant Corporation,RNST
8413,Reneo Pharmaceuticals Inc,RPHM
8414,Renewable Energy Trade Board Corp. (MM),EBOD
8415,Rennova Health - Warrant,RNVAZ
8416,RenovoRx Inc,RNXT
8417,"Rentech, Inc.",RTK
8418,Repay Holdings Corporation,RPAY
8419,Repligen Corp,RGEN
8420,Repro Med Systems Inc,KRMD
8421,Repros Therapeutics Inc. (MM),RPRXD
8422,Republic Bancorp Inc,RBCAA
8423,Republic First Bancorp Inc,FRBK
8424,Research Alliance Corporation II,RACB
8425,Research Solutions Inc,RSSS
8426,Resonant Inc,RESN
8427,Resources Connection Inc,RGP
8428,Respironics (MM),RESP
8429,Restoration Hardware (MM),RSTO
8430,Restore Medical (MM),REST
8431,Retailmenot - Series 1,SALE
8432,Retek (MM),RETK
8433,Reuters Grp. Plc ADS (MM),RTRSY
8434,Reven Housing REIT Inc,RVEN
8435,Revolution Acceleration Acquisition Corporation,RAAC
8436,Revolution Lighting Technologies Inc,RVLT
8437,Rewards Network (MM),DINED
8438,Rexahn Pharmaceuticals Inc,REXN
8439,Rezolute Inc,RZLT
8440,Rhinebeck Bancorp Inc,RBKB
8441,Rhythm Pharmaceuticals Inc,RYTM
8442,Ribbon Communications Inc,RBBN
8443,Ricebran Technologies - Warrant (delisted),RIBTW
8444,Richmond Mutual Bancorporation Inc,RMBI
8445,Rigel Pharmaceuticals Inc,RIGL
8446,"Rightside Grp., Ltd.",NAME
8447,Rimini Str Del WT Exp 000022 (MM),GPIAW
8448,Rio Vista Energy Partners L.P. (MM),RVEP
8449,Rit Technologies Ltd. (MM),RITTD
8450,Ritter Pharmaceuticals Inc,RTTR
8451,Rivernorth Marketplace Lending Corp. (MM),XMPLX
8452,Riverview Acquisition Corporation,RVAC
8453,Riverview Bancorp Inc,RVSB
8454,"Rlj Entertainment, Inc. (delisted)",RLJE
8455,Rmb Invs Tr (MM),BURFX
8456,Rmb Invs Tr (MM),BURJX
8457,Rmg Networks Holding Corp. (delisted),RMGN
8458,Robinhood Markets Inc,HOOD
8459,Rochester Medical Corp. (MM),ROCM
8460,Rocket Fuel Inc.,FUEL
8461,Rocket Pharmaceuticals Inc,RCKT
8462,Rockwell Medical Inc,RMTI
8463,Rocky Brands Inc,RCKY
8464,Rodgers Silicon Valley Acquisition Corporation,RSVA
8465,Rogue Wave Software (MM),RWAV
8466,Roivant Sciences Ltd,ROIV
8467,Roma Financial Corp. (MM),ROMA
8468,Rome Bancorp (MM),MYRS
8469,Roomstore (MM),ROOM
8470,Rosecliff Acquisition Corporation I,RCLF
8471,Rosetta Genomics Ltd. (MM),ROSGD
8472,Ross Stores Inc,ROST
8473,Roth CH Acquisition Corporation IV Company,ROCG
8474,Roth CH Acquisition III Company,ROCR
8475,Rothschild Larch Lane Alternatives Fund- Investor Class (MM),RLLBX
8476,Rover Group Inc,ROVR
8477,Royal Bank of Canada - Royal Bank of Canada Etn Linked S&P 500 Trend Allocator PR Index,TALL
8478,Royalty Pharma PLC,RPRX
8479,Rsa Security,RSAS
8480,Rubicon Technology Inc,RBCN
8481,Rubius Therapeutics Inc,RUBY
8482,RumbleOn Inc,RMBL
8483,Rural/Metro Corp. (MM),RURL
8484,Rush Enterprises Inc,RUSHB
8485,Russell Small Cap Consistent Growth Etf (MM),SCOG
8486,Russell Small Cap Low P/E Etf (MM),SCLP
8487,Ruths Hospitality Grp. - Transferable Subscription Rights (MM),RUTHR
8488,Rxi Pharmaceuticals Corp. (MM),RXII
8489,Ryans Restaurant,RYAN
8490,RADWARE Ltd,RDWR
8491,RBB Bancorp,RBB
8492,RC2 Corp. (MM),RCRC
8493,RCM Technologies Inc,RCMT
8494,REGENXBIO Inc,RGNX
8495,"RF Monolithics, Inc. (MM)",RFMI
8496,RMG Acquisition Corporation II,RMGB
8497,RMR Group Inc,RMR
8498,RR Media Ltd. - Ordinary Shares,RRM
8499,RXR Acquisition Corporation,RXRA
8500,Racing Champions (MM),RACN
8501,RadNet Inc,RDNT
8502,Rada Electronics Industries Limited  (MM),RADID
8503,Radcom Ltd.  (MM),RDCMD
8504,Radiation Therapy Services (MM),RTSX
8505,Radius Global Infrastructure Inc,RADI
8506,Radvision Ltd. - Ordinary Shares (MM),RVSN
8507,Radyne Corp (MM),RADN
8508,Rainbow Rentals (MM),RBOW
8509,Raindance Communications  (MM),RNDC
8510,Rainmaker Systems  (MM),RMKRD
8511,Ram Energy Resources (MM),RAMEW
8512,Ramaco Resources Inc,METCL
8513,Rambus Inc,RMBS
8514,Rand Capital Corp,RAND
8515,Rand Logistics Wrt 10/26/08 (MM),RLOGW
8516,Randolph Bancorp Inc,RNDB
8517,Rani Therapeutics Holdings Inc,RANI
8518,Rapid7 Inc,RPD
8519,Raptor Pharmaceutical Corp. (MM),RPTP
8520,Rational Risk Managed Emerging Markets Fund CL C (MM),RMMCX
8521,Rational Strategic Allocation Fund Institutional Class (MM),STACX
8522,Raven Industries Inc,RAVN
8523,Rcn Corp Warrants (MM),RCNIW
8524,ReShape Lifesciences Inc,RSLS
8525,ReWalk Robotics Ltd,RWLK
8526,Read-Rite (MM),RDRT
8527,Reading International Inc,RDI
8528,RealNetworks Inc,RNWK
8529,RealReal Inc,REAL
8530,Reata Pharmaceuticals Inc,RETA
8531,Recon Technology Ltd,RCON
8532,Recro Pharma Inc,REPH
8533,Recruiter com Group Inc,RCRT
8534,Red Cat Holdings Inc,RCAT
8535,Red River Bancshares Inc,RRBI
8536,Red Rock Resorts Inc,RRR
8537,Redback Networks,RBAK
8538,Redfin Corporation,RDFN
8539,Reeds (MM),REEDR
8540,Regencell Bioscience Holdings Ltd,RGC
8541,Regency Energy Partners LP - Common Units Representing Limited Partner Interests (MM),RGNC
8542,Regulus Therapeutics Inc,RGLS
8543,Reinvent Technology Partners Y,RTPY
8544,Rekor Systems Inc,REKR
8545,Reliance Global Group Inc,RELI
8546,Reliv International Inc,RELV
8547,"Relypsa, Inc.",RLYP
8548,Remitly Global Inc,RELY
8549,"Renaissance Learning, Inc. (MM)",RLRN
8550,Renegy Holdings  (MM),RNGY
8551,Renewable Energy Group Inc,REGI
8552,"Renmin Tianli Group, Inc. (MM)",ABAC
8553,Renovis (MM),RNVS
8554,Rent A Center Inc,RCII
8555,Repare Therapeutics Inc,RPTX
8556,Replidyne (MM),RDYN
8557,Replimune Group Inc,REPL
8558,Repro Med Systems Inc,REPR
8559,"Republic Airways Holdings, Inc. (MM)",RJET
8560,Republic Companies,RUTX
8561,"Res-Care, Inc. (MM)",RSCR
8562,Research Frontiers Inc,REFR
8563,Reservoir Media Inc,RSVR
8564,"Resource America, Inc. (MM)",REXI
8565,Resources Connection Inc,RECN
8566,Responsys - Common Stock $.0001 Par Value (MM),MKTG
8567,Restoration Robotics Inc,HAIR
8568,Retail Oppurtunity Investments Corporation,ROIC
8569,Retalix Ltd. - Ordinary Shares (MM),RTLX
8570,Retrophin Inc,RTRX
8571,Revance Therapeutics Inc,RVNC
8572,Reviva Pharmaceuticals Holdings Inc,RVPH
8573,Revolution Healthcare Acquisition Corporation,REVH
8574,Revolution Medicines Inc,RVMD
8575,Rewards Network (MM),DINE
8576,Reynolds Consumer Products Inc,REYN
8577,Rhi Entertainment (MM),RHIE
8578,Rhinelander Telecommunications (MM),RLNT
8579,"Rib-X Pharmaceuticals, Inc. (MM)",RIBX
8580,RiceBran Technologies,RIBT
8581,Richardson Electronics Ltd,RELL
8582,RigNet Inc,RNET
8583,"Rightnow Technologies, Inc. (MM)",RNOW
8584,Rimini Str Del Unit Exp000022 (MM),GPIAU
8585,Rimini Street Inc,RMNI
8586,Riot Blockchain Inc,RIOT
8587,Rita Medical Systems,RITA
8588,River City Bank  (MM),RCBK
8589,"Riverstone Networks, (MM)",RSTN
8590,Riverview Acquisition Corporation,RVACU
8591,Riverview Financial Corporation,RIVE
8592,Rmb Invs TR Rmb Mendon Finl Long/Short FD CL C (MM),BURCX
8593,Rmb Invs Tr (MM),BURKX
8594,Rmb Invs Tr (MM),BURHX
8595,Roanoke Electric Steel  (MM),RESC
8596,Robotic Vision Systems (MM),ROBV
8597,Rock of Ages (VT) (MM),ROAC
8598,Rocket Lab USA Inc,RKLB
8599,"Rockville Financial, Inc. (MM)",RCKBD
8600,Rockwell Medical Tech Wrt 1/05 (MM),RMTIW
8601,Rocky Mountain Chocolate Factory Inc,RMCF
8602,"Rofin-Sinar Technologies, Inc. (MM)",RSTI
8603,Roi Acquisition Corp. II - Warrants (MM),EVRWQ
8604,Roku Inc,ROKU
8605,Roman DBDR Tech Acquisition Corporation,DBDR
8606,"Rome Bancorp, Inc. (MM)",ROME
8607,Root Inc,ROOT
8608,Rosehill Resources Inc,ROSE
8609,"Roslyn Bancorp, (MM)",RSLN
8610,Ross Systems (MM),ROSS
8611,Roth CH Acquisition I Company,ROCH
8612,Rothschild Larch Lane Alternatives Fund- Institutional Class (MM),RLLIX
8613,Rouge Inds (DE) (MM),RGID
8614,"Royal Bancshares of Pennsylvania, Inc.",RBPAA
8615,Royal Gold Inc,RGLD
8616,Rpx Corp. (delisted),RPXC
8617,Rtw (MM),RTWI
8618,Rubios Restaurants (MM),RUBO
8619,"Rue21, Inc. (MM)",RUE
8620,Runway Growth Finance Corporation,RWAY
8621,Rush Enterprises Inc,RUSHA
8622,Russell Small Cap Aggressive Growth Etf (MM),SGGG
8623,Russell Small Cap Contrarian Etf (MM),SCTR
8624,Ruths Hospitality Group Inc,RUTH
8625,RxSight Inc,RXST
8626,Rxi Pharmaceuticals Corp. - Warrants (delisted),RXIIW
8627,RE MAX Holdings Inc,RMAX
8628,REX American Resources Corporation,REX
8629,RLI Corp,RLI
8630,RLX Technology Inc,RLX
8631,ROYAL & SUN ALLIANCE INS,RSAIY
8632,RPM International Inc,RPM
8633,RR Donnelley and Sons Company New,RRD
8634,Ra Medical Systems Inc,RMED
8635,Radian Group Inc,RDN
8636,Ralph Lauren Corporation,RL
8637,Ranger Energy Services Inc,RNGR
8638,Raymond James Financial Inc,RJF
8639,Rayonier Inc,RYN
8640,Raytheon Technologies Corporation,RTX
8641,Ready Capital Corporation,RCA
8642,Ready Capital Corporation,RCP
8643,Ready Capital Corporation 65,RC
8644,Realogy Holdings Corp,RLGY
8645,Red Lion Hotels,RLH
8646,Redwire Corporation,RDW
8647,Regal Beloit Corp,RBC
8648,Regal Rexnord Corporation,RRX
8649,Regional Management Corp,RM
8650,Regis Corp,RGS
8651,Reinsurance Group of America Incorporated,RZA
8652,Reinvent Technology Partners Z,RPTZ
8653,Reinvent Technology Partners Z,RTPZU
8654,Relx N.V. American Depositary Shares (Each Representing One Ordinary Share),RENX
8655,"Rentech Nitrogen Partners, L.P. Common Units Representing Limited Partner Interests",RNF
8656,Republic Services Inc,RSG
8657,Resideo Technologies Inc,REZI
8658,Resource Capital Corp. Resource Capital Corp. (delisted),RSO
8659,Retail Properties of America Inc,RPAI
8660,Revlon Inc New,REV
8661,Rexford Individual Realty Inc,REXR
8662,Reynolds American (delisted),RAI
8663,Rice Acquisition Corp,RICE
8664,"Richmont Mines, Inc.",RIC
8665,Riskified Ltd,RSKD
8666,Rite Aid Corp,RAD
8667,RiverNorth Flexible Municipal Income Fund II Inc,RFMZ
8668,RiverNorth Managed Duration Municipal Income Fund Inc,RMM
8669,RiverNorth Opportunities Fund Inc,RIV
8670,Roadrunner Transportation Systems Inc,RRTS
8671,Robert Half International Inc,RHI
8672,Rocket Companies Inc,RKT
8673,Rockley Photonics Holdings Limited,RKLY
8674,"Rockwell Collins, Inc. (delisted)",COL
8675,Rogers Corp,ROG
8676,Romeo Power Inc,RMO
8677,"Rose Rock Midstream, L.P. Common Units Representing Limited Partner Interests",RRMS
8678,Ross Acquisition Corp II,ROSS
8679,"Rouse Properties, Inc. (delisted)",RSE
8680,Royal Caribbean Group,RCL
8681,Royce Micro Cap Trust Inc,RMT
8682,"Ruckus Wireless, Inc.",RKUS
8683,Rush Street Interactive Inc,RSI
8684,Ryder System Inc,R
8685,Ryman Hospitality Properties Inc,RHP
8686,REV Group Inc,REVG
8687,RH,RH
8688,RLJ Lodging Trust,RLJ
8689,RMG Acquisition Corp,RMG
8690,RPC Inc,RES
8691,RPT Realty,RPT
8692,RTW Retailwinds Inc,RTW
8693,"Rackspace Hosting, (delisted)",RAX
8694,Rafael Holdings Inc,RFL
8695,Range Resources Corp,RRC
8696,Ranpak Holdings Corp,PACK
8697,Rayonier Advanced Materials Inc,RYAM
8698,Raytheon Co,RTN
8699,Ready Cap Corp (delisted),SLDA
8700,Ready Capital Corporation,RCB
8701,Ready Capital Corporation,RCC
8702,Reald,RLD
8703,Realty Income Corporation,O
8704,RedBall Acquisition Corp,RBAC
8705,Redwood Trust Inc,RWT
8706,Regal Entertainment Grp. Class A (delisted),RGC
8707,Regalwood Global Energy Ltd,RWGE
8708,Regions Financial Corporation,RF
8709,Reinsurance Group of America Inc,RGA
8710,Reinvent Technology Partners,RTP
8711,Reinvent Technology Partners Z,RTPZ
8712,Reliance Steel and Aluminum Co,RS
8713,RenaissanceRe Holdings Ltd,RNR
8714,Replay Acquisition Corp,RPLA
8715,ResMed Inc,RMD
8716,Resolute Forest Products Inc,RFP
8717,Restaurant Brands International Inc,QSR
8718,Retail Value Inc,RVI
8719,Revolve Group Inc,RVLV
8720,Rexnord Corporation,RXN
8721,Ribbit LEAP Ltd,LEAP
8722,Rice Acquisition Corp II,RONI
8723,Ringcentral Inc,RNG
8724,Ritchie Brothers Auctioneers Inc,RBA
8725,RiverNorth DoubleLine Strategic Opportunity Fund Inc,OPP
8726,RiverNorth Flexible Municipal Income Fund Inc,RFM
8727,RiverNorth Opportunistic Municipal Income Fund Inc,RMI
8728,RiverNorth Specialty Finance Corporation,RSF
8729,Roan Resources Inc,ROAN
8730,Roblox Corporation,RBLX
8731,Rocket Internet Growth Opportunities Corp,RKTA
8732,Rockwell Automation Inc,ROK
8733,Rogers Communications Inc,RCI
8734,Rollins Inc,ROL
8735,Roper Technologies Inc,ROP
8736,Rosetta Stone Inc,RST
8737,Rotor Acquisition Corp,ROT
8738,Royal Bank of Canada,RY
8739,Royce Global Value Trust Inc,RGT
8740,Royce Value Trust Inc,RVT
8741,Rudolph Technologies Inc,RTEC
8742,Ryan Specialty Group Holdings Inc,RYAN
8743,Ryerson Holding Corporation,RYI
8744,S R Telecom  (MM),SRXA
8745,S and W Seed Company,SANW
8746,S&W Seed Company - Warrants Class A 04/23/2015 (MM),SANWW
8747,SAExploration Holdings Inc,SAEX
8748,"SB Financial Group, Inc. (MM)",RBNF
8749,SB One Bancorp,SBBX
8750,SCP and CO Healthcare Acquisition Company,SHAC
8751,SCWorx Corporation,WORX
8752,SELLAS Life Sciences Group Inc,SLS
8753,SGOCO Group Ltd,SGOC
8754,"SI Financial Grp., Inc.",SIFI
8755,SINA com,SINA
8756,SLM Corporation,SLM
8757,SLR Senior Investment Corporation,SUNS
8758,SMTC Corporation,SMTX
8759,SORL Auto Parts Inc,SORL
8760,SPK Acquisition Corporation,SPK
8761,SRAX Inc,SRAX
8762,SSLJ com Ltd,YGTY
8763,ST Joseph Capital,SJOE
8764,STAAR Surgical Company,STAA
8765,SVB Financial Group,SIVB
8766,SVF Investment Corporation 2,SVFB
8767,SVMK Inc,SVMK
8768,SYNCARDIA SYSTEMS INC,TAHT
8769,Saban Capital Acquisition Corp. - Warrants,SCACW
8770,"Sabra Healthcare Reit, Inc. (MM)",SBRAV
8771,Safenet (MM),SFNT
8772,Saflink,SFLK
8773,Sage Therapeutics Inc,SAGE
8774,Saia Inc,SAIA
8775,Salarius Pharmaceuticals Inc,SLRX
8776,Salem Media Group Inc,SALM
8777,Sana Biotechnology Inc,SANA
8778,Sand Technology  (MM),SNDT
8779,Sanderson Farms Inc,SAFM
8780,Sands Regent,SNDS
8781,Sangamo Therapeutics Inc,SGMO
8782,Sanmina-Sci (MM),SANMD
8783,Sapiens International Corporation NV,SPNS
8784,Sarepta Therapeutics Inc New,SRPT
8785,Sarissa Capital Acquisition Corporation,SRSA
8786,Satsuma Pharmaceuticals Inc,STSA
8787,Saucony Incb (MM),SCNYB
8788,Save Foods Inc,SVFD
8789,Sbe  (MM),SBEID
8790,Sbs Broadcasting SA  (MM),SBTV
8791,ScION Tech Growth I,SCOA
8792,ScanSource Inc,SCSC
8793,Schlotzskys (MM),BUNZ
8794,Schnitzer Steel Industries Inc,SCHN
8795,Scholastic Corporation,SCHL
8796,Schultze Special Purpose Acquisition Corporation,SAMA
8797,"Sciclone Pharmaceuticals, Inc.",SCLN
8798,Science 37 Holdings Inc,SNCE
8799,Scienjoy Holding Corporation,SJ
8800,Scientific Technologies,STIZ
8801,Sciquest.Com (MM),SQST
8802,Sco Grp. (The) (MM),SCOX
8803,Scopus BioPharma Inc,SCPS
8804,Score Media and Gaming Inc,SCR
8805,Scynexis Inc,SCYX
8806,SeaSpine Holdings Corporation,SPNE
8807,Seacoast Banking Corporation of Florida,SBCF
8808,Seagate Technology Holdings PLC,STX
8809,Seanergy Maritime Holdings Corp - Seanergy Maritime Holdings Corp Common Stock (MM),SHIPD
8810,Seaport Global Acquisition Corporation,SGAM
8811,Sears Hometown and Outlet Stores Inc,SHOS
8812,Secure Computing (MM),SCUR
8813,Security BK & TR Bra (MM),SYBN
8814,Security National Financial Corporation,SNFCA
8815,Security With Advanced Technology - Warrant (MM),SWATW
8816,Seec (MM),SEEC
8817,Seer Inc,SEER
8818,Select Bancorp Inc,SLCT
8819,Select Interior Concepts Inc,SIC
8820,Selectica  (MM),SLTCD
8821,Sema4 Holdings Corporation,SMFR
8822,Semier Scientific Inc,SMLR
8823,Semitool (MM),SMTL
8824,Seneca Biopharma Inc,SNCA
8825,Seneca Foods Corp,SENEB
8826,Senior Connect Acquisition Corporation I,SNRH
8827,Senior Housing Properties Trust,SNH
8828,Senmiao Technology Ltd,AIHS
8829,Senorx (MM),SENO
8830,Senstar Technologies Ltd,SNT
8831,Sensus Healthcare Units (MM),SRTSU
8832,Sentigen,SGHL
8833,Sepracor Inc. (MM),SEPR
8834,"Sequenom, Inc",SQNMD
8835,Sequential Brands Group Inc,SQBG
8836,Seracare Life Sciences (MM),SRLS
8837,Serologicals  (MM),SERO
8838,ServiceSource International Inc,SREV
8839,Sesen Bio Inc,SESN
8840,Seven Hills Realty Trust,SEVN
8841,Severn Bancorp Inc,SVBI
8842,Sgx Pharmaceuticals (MM),SGXP
8843,"Shanda Interactive Entertainment Limited ADS, Each Representing 2 Ordinary Shares (MM)",SNDA
8844,SharpLink Gaming Ltd,SBET
8845,Sharper Image Corp (MM),SHRP
8846,Shattuck Labs Inc,STTK
8847,Shenandoah Telecommunications Company,SHEN
8848,Shift Technologies Inc,SFT
8849,Shiloh Industries Inc,SHLO
8850,Shineco Inc,TYHT
8851,"Shire Plc ADS, Each Representing Three Ordinary Shares (MM)",SHPGY
8852,ShockWave Medical Inc,SWAV
8853,"Shoe Pavilion,  (MM)",SHOE
8854,Shore Finance Corp (MM),SHBK
8855,ShotSpotter Inc,SSTI
8856,Shyft Group Inc,SHYF
8857,SiTime Corporation,SITM
8858,Siebel Systems  (MM),SEBL
8859,Sienna Biopharmaceuticals Inc,SNNA
8860,Sierra Bancorp,BSRR
8861,Sierra Natl BK Tehachapi Calif (MM),SIRT
8862,Sierra Wireless Inc,SWIR
8863,Sight Sciences Inc,SGHT
8864,Sigma Labs Inc,SGLB
8865,Sigmatel (MM),SGTL
8866,Signature Bank,SBNY
8867,Silgan Holdings Inc,SLGN
8868,Silicon Graphics (MM),SGIC
8869,Silicon Labs,SLAB
8870,"Siliconware Precision Industries Company, Ltd. - Ads Represents Common Shares (delisted)",SPIL
8871,Silver Crest Acquisition Corporation,SLCR
8872,Silver Run Acquisition Corp. II - Unit (delisted),SRUNU
8873,Silver Spike Acquisition Corporation II,SPKB
8874,SilverBox Engaged Merger Corporation I,SBEA
8875,Silverback Therapeutics Inc,SBTX
8876,"Silverleaf Resorts, Inc. (MM)",SVLF
8877,Simmons First National Corporation,SFNC
8878,Simply Good Foods Company,SMPL
8879,Simtek Corp  (MM),SMTK
8880,Sinclair Broadcast Group Inc,SBGI
8881,Sino Global Shipping America Ltd,SINO
8882,Sinotech (MM),CTE
8883,Sintx Technologies (delisted),AMDA
8884,Sirf Technology (MM),SIRF
8885,Sirius XM Holdings Inc,SIRI
8886,Siyata Mobile Inc,SYTA
8887,Skibo Financial (MM),SKBO
8888,Skillsoft Plc (MM),SKIL
8889,"Skullcandy, Inc. (MM)",SKUL
8890,SkyWater Technology Inc,SKYT
8891,Skydeck Acquisition Corporation,SKYA
8892,Skyepharma Plc ADS (MM),SKYE
8893,Skystar Bio-Pharmaceutical Company (MM),SKBID
8894,Slam Corporation,SLAM
8895,Sleep Number Corporation Com USD0.01,SCSS
8896,Smaaash Entertainment Inc.,SMSH
8897,"Smart Modular Technologies (Wwh), Inc. (MM)",SMOD
8898,Smart Technologies Inc. (MM),SMT
8899,Smartheat Inc. (MM),HEAT
8900,Smf Energy (MM),FUELD
8901,Smith & Wollensky Restr Grp (MM),SWRG
8902,Smith Midland Corporation,SMID
8903,Smith and Wesson Brands Inc,SWBI
8904,Smithway (MM),SMXC
8905,Snap One Holdings Corporation,SNPO
8906,Snb Bancshares (Texas)  (MM),SNBT
8907,SoFi Technologies Inc,SOFI
8908,Social Capital Suvretta Holdings Corporation I,DNAA
8909,Social Capital Suvretta Holdings Corporation III,DNAC
8910,Socket Mobile  (MM),SCKTD
8911,Sodastream International Ltd. - Ordinary Shares (delisted),SODA
8912,Software Acquisition Group Inc II,SAII
8913,Sol Gel Technologies Ltd,SLGL
8914,Solarcity Corp.,SCTY
8915,Soleno Therapeutics Inc,SLNO
8916,Solid Biosciences Inc,SLDB
8917,Soliton Inc,SOLY
8918,SomaLogic Inc,SLGC
8919,Somera Communications (MM),SMRA
8920,Somerset Hills Bancorp (MM),SOMH
8921,Sonesta International Hotels Corp. (MM),SNSTA
8922,Sonic Foundry (MM),SOFOD
8923,Sonic Solutions (MM),SNIC
8924,Sonim Technologies Inc,SONM
8925,Sono Tek Corporation,SOTK
8926,Sonos Inc,SONO
8927,Sonus Pharmaceuticals (MM),SNUS
8928,Sophiris Bio Inc,SPHS
8929,Sorrento Therapeutics Inc,SRNE
8930,Sotherly Hotels Inc,SOHO
8931,Sound Federal Bancorp  (MM),SFFS
8932,"Soundbite Communications, Inc. (MM)",SDBT
8933,Source Interlink Companies  (MM),SORC
8934,South Mountain Merger Corporation,SMMC
8935,SouthState Corporation,SSB
8936,Southern Community Financial Corp. (MM),SCMF
8937,Southern Missouri Bancorp Inc,SMBC
8938,Southern Security Life Ins (MM),SSLI
8939,Southside Bancshares Inc,SBSI
8940,Southwest Water (MM),SWWC
8941,"Spacehab, Incorporated  (MM)",SPABD
8942,"Spanish Broadcasting System, Inc. (MM)",SBSAD
8943,Spar Group Inc,SGRP
8944,Spark Therapeutics Inc,ONCE
8945,Spartan Motors Inc,SPAR
8946,Spatialight (MM),HDTV
8947,Special Opportunities Fund Inc. - Subscription Right When Issued (MM),SPEFV
8948,Spectralink Corp (MM),SLNK
8949,Spectrum Signal Processing (MM),SSPI
8950,Speedus  (MM),SPDED
8951,Sphere 3D Corporation,ANY
8952,Spherix Incorporated (MM),SPEXD
8953,Spirit of Texas Bancshares Inc,STXB
8954,Spok Holdings Inc,SPOK
8955,Sport Supply Grp. Del (MM),RBI
8956,Sports Resorts International  (MM),SPRI
8957,SportsMap Tech Acquisition Corporation,SMAPU
8958,Sportsmans Guide,SGDE
8959,Spreadtrum Communications - American Depositary Share Represents Three Ordinary Shares (MM),SPRD
8960,Spring Valley Acquisition Corporation,SV
8961,Springwater Special Solutions Corporation,SWSS
8962,Sprout Social Inc,SPT
8963,Spruce Biosciences Inc,SPRB
8964,"Srs Labs, Inc. (MM)",SRSL
8965,Ssp Solutions (MM),SSPX
8966,Stable Road Acquisition Corporation,SRAC
8967,Stage Stores  (MM),STGS
8968,Stage Stores Wts A 8/23/06 (MM),STGSW
8969,Stamps com Inc,STMP
8970,Standard Microsystems Corp. (MM),SMSC
8971,"Staples, Inc.",SPLS
8972,Star Bulk Carriers Corporation,SBLK
8973,Star Equity Holdings Inc,STRR
8974,Starboard Value Acquisition Corporation,SVAC
8975,Starlims Technologies Ltd.  (MM),LIMS
8976,Starz - Series A,STRZA
8977,State Auto Financial Corporation,STFC
8978,State Bank Financial Corp.. (delisted),STBZ
8979,State National Bancshares,SNBI
8980,"State National Companies, Inc.",SNC
8981,Statera BioPharma Inc,STAB
8982,Stats Chippac Ltd. ADS (MM),STTS
8983,Stealth Gas Inc,GASS
8984,Steel Connect Inc,STCN
8985,Stein Mart Inc,SMRT
8986,Stellar Acquisition Iii Inc. - Warrants (MM),STLRW
8987,Stellarone Corp. (MM),STEL
8988,Stemline Therapeutics Inc,STML
8989,Stericycle Inc,SRCL
8990,Sterling Bancshares - Warrants 12/12/2018 (MM),SBIBW
8991,Sterling Bank  (MM),STNJ
8992,Sterling Check Corporation,STER
8993,Sterling Financial (MM),SLFI
8994,Stewardship Financial Corporation,SSFN
8995,Stitch Fix Inc,SFIX
8996,Stoke Therapeutics Inc,STOK
8997,Stone Bridge Intl (MM),SBRG
8998,StoneCastle Financial Corporation,BANX
8999,StoneCo Ltd,STNE
9000,Stonegate Bank,SGBK
